"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Low income","LIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62222081995.6268","71597709521.9672","72273936213.5733","76554239066.5067","80230426670.8627","78938366639.7733","95178345683.1533","85755396369.2082","93965806720.0293","103567217340.771","120986416945.842","142397352017.751","164253924457.192","193554125227.179","228919249862.762","241933789224.968","251576052772.426","276866739896.672","300132674244.669","339961439866.87","355781949621.365","364349121740.705","354761714766.451","358761559388.407","374312740084.324","391398297761.848","400409789257.668",
"Liechtenstein","LIE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1277506029.41176","1238592655.14731","1249265553.21037","1080815378.42805","1167357033.75061","1519604621.84874","1557922689.07563","1648893004.11523","1584950398.44808","1716351764.70588","1986826890.7563","2063396290.05059","2218603015.07538","2452250000","3065458646.61654","3163606276.7475","3017053507.72889","3384838782.41263","2276003843.68994","2787592806.67951","3305493647.91289","3572605194.80519","3895185007.20807","4206838504.0374","4890880503.14465","4979035346.0972","5332451820.12848","5531599864.13043","5763247406.47595","5808099861.30375","6610289565.65152","7404360647.81242","7952368240.93087","8414095612.58278","9583128288.14245","10877137560.9756","11458773294.7349","12398533285.3026","12871418153.6074","12621429697.0555","13390088300.2207","12858034914.9508","13889082014.4261","15862339411.5209","17267131139.4407","20037830845.7711","23479094331.4882","26664497139.8405","35068316628.7899","34518916906.2019","43625939561.9315","52121260703.1869","49822694507.3564","56011532222.2997","60123496114.953","61542184076.0388","65456039498.0963","66116173944.8699","68233978068.8339","66575277604.6887","65469952390.475",
"Lower middle income","LMC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","112216258933.396","102106874513.324","111468348254.083","116529781541.316","127961232261.765","136196057827.874","148706401515.356","157891733285.034","186255732785.617","238472699654.32","272519794402.733","282763741087.1","330647439246.546","383447739095.181","430571025286.616","523282338778.224","560944733673.506","599514250967.486","622363611927.643","644797003051.989","702080001550.97","761480594481.918","721089687446.562","746533982823.577","730642985852.974","777806036207.024","730018697073.413","778396049617.901","792676503670.97","845627862582.328","960906694278.886","1069459073798.3","1100051189871.81","1035710128861.35","1113091938118.74","1125832926877.38","1170931612266.27","1244982808723.22","1407464737281.82","1574977075533.67","1802063337787.83","2084280284078.78","2604066683197.42","2947971947108.58","3081757616431.32","3628127638466.35","4145877247932.07","4382082366336.55","4587740884793.59","4800001451350.79","4838008735818.5","5047390854106.48","5358207263295.7","5452237300080.96","5793795394058.03","5562547912183.77",
"Low & middle income","LMY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","250278442508.126","257155511930.581","269871280221.922","285389325804.929","316280187495.615","338842271514.981","347744070279.525","368513888303.449","387752583429.932","423754921370.118","455188190745.971","500269117421.02","554563089247.395","684470866528.193","862763142464.238","958520058157.821","1019071522181.55","1142233869964.97","1261446005997.62","1482402133165.09","1734111573065.5","1909027812188.05","1925552728438.61","1908542968578.54","1963404807027.53","2063673410345.23","2189149008788.89","2212028706205.6","2363023290192.35","2415246104119.9","2784441344902.43","2858418586243.06","2778545070566.72","3025709483901.67","3281395246980.9","3698038189705.33","4040354048914.31","4295612338071.56","4192277915676.7","4067344743628.11","4362747136490.24","4410462204953.96","4469311739329.61","4960384482230.12","5722500858163.47","6752541170453.49","7838391535123.56","9637552301654.2","11366348262527.5","11327129044247.2","13388132399183.6","15850866781272.7","16943781106770.8","18172380555282.3","18820357804101","17991299609100.5","18232384697458.2","19879017516738","20820568331820.3","21580259686446.6","",
"Lesotho","LSO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","43119137.6172477","46059078.8184236","52918941.6211676","59918801.6239675","64678706.4258715","69298614.0277194","76858462.8307434","78860422.7915442","80344393.1121377","83326333.4733305","86938261.2347753","101649888.143177","114739170.027319","168731988.472622","227373068.432671","256389452.332657","275298988.040478","341651333.946642","395354185.832567","489667458.432304","656136748.844376","695210712.250712","","","","","","","","","","","","","","","","","","","","","","","","","","2247768160.78576","2249417978.01772","2416874612.03488","3006833383.42578","3327935550.07645","3243215879.20117","2939940409.56763","2829089470.82293","2678310661.57741","2469760693.52371","2980772560.06006","3029783072.26139","2801829849.67194","",
"Late-demographic dividend","LTE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","133715889174.623","141812840216.547","154155659169.27","162344142585.773","169620646005.674","177238902948.04","196845847197.896","209388118976.435","215995445012.564","232090517833.84","258175850819.456","287700653432.731","332630282396.065","415613648240.392","483311559811.086","525533694963.386","591481319314.08","676300518784.317","705507559880.322","837212493284.352","941450328126.745","1008724106774.15","1057189734206.7","969319649737.89","996057011538.43","1053667977496.64","1146186337141.43","1157302486420.96","1278331322598.95","1323006918695.78","1490412854161.19","1619543351684.41","1396593732208.47","1519595590972.65","1749146770286.14","2208250270329.13","2444778191084.07","2569299461112.1","2470317256425.26","2228733534875.64","2401218197403.92","2460450099859.25","2580076077056.33","2863281597045.7","3352030973956.17","4013350321427.21","4751992736215.58","5918685459649.7","7281018329544.76","7159207902732.78","8327977116610.75","10082813021413.5","10789899786330.1","11714112133764.4","12192866978643.1","11360938718240.9","11542789231715.2","12796496474460.1","13860986037425.3","14298277283620.6","",
"Lithuania","LTU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6910322351.74861","7392043159.25766","8646941735.00216","9781045317.22054","9719574449.71946","10067825636.5991","10570944324.5576","12102853385.9303","15743597292.7242","19046328862.3944","21650103246.6725","25146963232.526","32073932676.5189","39902577198.8877","33314004726.1607","31142421306.2172","35142684887.8418","34183019045.3891","36764611874.0607","38127168762.0916","33022138376.7999","34444944712.0487","37392139317.9521","41815065973.613","42251697278.8548","43726565712.9464",
"Luxembourg","LUX","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","845629689.390883","961573256.293851","1182795344.14811","1496903332.64335","1750810894.78045","2171436876.16541","2336035527.6907","2736101294.31626","3324280773.66466","3901623555.31095","4353639122.63761","3793956975.22816","3382258520.21897","3264614595.66075","3121630131.24825","3269124261.15905","4541659743.54344","5793092382.49595","6339080636.31377","6447093570.84357","8231514968.6142","8838043709.39161","9749041405.26976","9703152985.07463","10648209549.0716","12676000273.6727","12595437133.5505","11396532476.3193","11558200711.2692","12090952482.4206","11209244518.15","11636312304.2506","13040953322.0403","16505890519.1874","19014772783.71","19961570700.1617","21130883201.6058","24182105119.0802","27168186611.9818","26518387051.9589","26196346254.4496","28816821585.7126","28112399948.1447","30232141556.2552","31498653091.1522","26934845693.5341","27668502281.2227","29604533859.884","32907144107.3853","33123774158.2196","33443414120.9386",
"Latvia","LVA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5141848260.1255","5361510974.98724","5727974836.68038","6176618610.74705","6588999519.57723","6621616454.22943","6871756212.22297","7833190086.40291","9685252736.44078","11802085338.8838","13380863721.2197","17353520190.6195","23932243195.1853","27576309019.1492","20853968584.9319","19432555586.7004","22435715759.3915","22104302243.7418","24127242205.8647","24708537270.3629","21215350607.928","21999734728.3303","23852041370.4453","26496886358.7025","26717573439.5451","25462991563.1627",
"Macao SAR, China","MAC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","765363487.423303","735108919.911042","789755332.65301","867255088.26324","965531872.410523","1109266148.96751","1332611994.12979","1562503889.76711","1829323027.05398","2170083580.07571","2502038307.6402","2848285556.50384","3238068917.00062","3598358392.52993","3925863627.23438","4122101989.8938","4114277836.26611","4192119521.01503","3987091790.32881","4001867181.17881","4125650409.54017","4241260659.25298","4607713594.7745","5114653418.38199","5678256305.1466","6704413942.43333","7740801236.89231","8209736608.09338","8994276573.94217","10478037464.7677","11886256398.7034","13420950521.3223","15129270949.4059","16283782091.4214","16700604120.0235","17306877647.6452","18438773614.122","19362864754.3523","",
"St. Martin (French part)","MAF","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1810368461.61446","1889481849.6196","2180943345.51922","2396439857.72157","2495627526.92422","2597767019.06926","2597766999.30837","2711787372.78925","2910977195.92926","3149886374.86414","3380950498.96255","3695643564.35644","4331746652.75604","5268791545.93489","6153897203.53334","7680690931.52375","8589143076.95789","9714609286.52322","11683274533.8037","14060244671.8474","17017258547.9856","14297198538.3678","13924275278.1006","13124051861.1224","11560539129.4478","11634836529.8619","15381683581.565","17320359603.7898","19459091739.6548","19727857496.289","22468412324.2299","25124359577.7916","26364968376.669","25030856113.5606","28401092100.402","31604634426.2295","34076896120.8825","30684180424.0579","31850073497.5636","32408649606.2992","30787092283.0792","29746594222.7727","31883417811.4509","38675709830.381","44389868730.2661","47254096469.2611","51537772465.7783","59643323608.7546","69472020437.9185","71403234414.3674","71503944304.5193","79322117702.3202","78855523619.6746","85236333353.1616","88031476392.7055","77703061151.337","80341575325.0064","84376289723.4833","90957053515.3045","91847750361.3355","88595273123.5785",
"Monaco","MCO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1453003733.36219","1599104782.6087","1878868831.16883","1713851769.08752","1053794017.59754","1327287306.77047","1497083812.60298","1715853017.01908","2183995094.17182","2700916752.51251","3283313438.52186","3881814318.67856","4993291789.88295","6875612779.06082","6172502970.40398","7562729014.57641","9212715996.79689","9566337830.47377","10120034718.9119","9947601028.81245","7895858384.03698","8155167638.70346","9733785231.63414","11453754902.3692","11803772450.7969","11707411344.2444",
"Madagascar","MDG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","670598061.737257","692597472.295585","736196899.846432","762274504.710646","798894306.742368","835959304.902513","876592471.159124","905983904.492832","977201983.602154","995320764.145825","1028608109.24567","1143868913.24099","1277735680.78947","1579229541.69758","1841208113.70824","2212123962.69725","2055869171.98896","2253386540.6939","2598199136.23469","3453794170.45648","3243126099.60836","3334666575.08195","3737295652.12379","3608203858.18277","2927246444.07443","3189806368.91893","3536952497.88643","2469084527.6891","2734220474.56454","1914968440.84293","2778594229.79679","2380405746.01168","2528831645.04298","2737500510.63796","2488328004.3334","3628148371.93508","4552434454.87185","4025771736.00037","4061295048.23071","3933011758.85515","4287017933.99937","4697926028.31542","5115172380.79402","5921179982.00315","4492911419.21017","5341556485.2934","5552613171.38478","7211180398.95581","8601223285.19078","8120314798.88261","8694815858.94399","10130098019.0532","10296191024.9481","11592463850.1578","11134779156.8593","10014897683.1257","10223407762.1331","11559811834.916","11845500979.4581","11953532351.4472","11697999463.9964",
"Maldives","MDV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2053132558.32098","2434743562.21081","2707113297.41548","2936699811.52921","3277347506.30247","3466844363.5418","",
"Middle East & North Africa","MEA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","41649691266.2533","46036367896.2347","54114730253.7292","68610258354.8992","95405218858.6637","124697688955.576","144295986194.934","179505060574.593","210706739663.312","254164654156.2","300068052335.099","343017409569.697","392028580957.316","427746348400.564","440085663535.115","462344898870.35","507718652401.848","449003774255.331","454114208320.104","469145391472.157","527259950357.83","419515744209.469","442799790375.775","451137449696.889","464652083388.717","519042826574.488","568972067166.275","598647592119.796","614100995698.437","616744078827.906","639320271999.308","656382048870.657","650146223373.741","691892403618.217","783792679005.325","874153615631.8","1001335614231.09","1193760165832.43","1430206754870.55","1469264852969.72","1591408561900.2","1805170630639.01","1977152341316.1","2025826084609.83","2158920468944.16","2129753991158.13","2161885121110.16","2168566682596.37","2179650727940.01","2247875548943.62","2238564958945.95",
"Mexico","MEX","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","10805192000","11694744000","12680128000","13774960000","16294232000","17345704000","19389344000","21202216000","23765264000","25938584000","28141200000","31689032000","36344456000","44033264000","56848976000","69553328000","70407564935.0649","63055482300.885","78904837719.2982","101324342105.263","145978478260.87","187944530612.245","125211843971.631","103708859283.93","127005834326.579","136040860256.909","100387531873.161","104674968074.3","139279550833.663","171964130408.288","204816375951.077","250239201232.441","297221897314.938","393081314995.506","412220060146.366","269253360594.448","308200332131.484","375092277577.824","396004951072.68","458909450650.6","548298333685.858","596141603673.614","617991557787.904","592665413940.124","616480623515.86","694519725635.214","756977867916.911","816586137698.798","862041447568.218","699744877048.877","815784160889.522","904063533199.714","920891268613.083","1002479318587.54","1026704153846.15","910882961579.475","836182209535.954","890458679206.404","933043371491.818","967401460526.589","822501389481.754",
"Marshall Islands","MHL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184175200","194513300","196729200","211646300","218004000","211603000","212195500","223060800","234143300","244342100","236864200","241338700","256689000","275686800","287412700","","",
"Middle income","MIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","244360912964.945","250808815593.885","263066605370.273","277775211747.68","308185938488.853","329761245750.84","337983658349.346","357833626940.126","377120444140.756","412250651225.807","442868413300.347","486567252184.674","539906984604.651","667535241142.686","841706339388.332","931424184714.669","990164854188.654","1108829680724.97","1224505147154.13","1438507820390.07","1685697584297.06","1854109437497.48","1871519593533.6","1854976566944.9","1907908094493.19","2005030734990.06","2128108138979.02","2143012219142.43","2297990681743.31","2353530080610.54","2718980941808.12","2793747687078.13","2718422810794.08","2963679466134.69","3222960168690.42","3630986295384.22","3971903153086.45","4223067758399.57","4117023343238.77","3993445575123","4274997461492.76","4330283976214.26","4382302681992.75","4864404371017.2","5610546520749.78","6620733247684.29","7686235311041.56","9457302362740.58","11153337088357.5","11105244728455.8","13149803517165.5","15583292453199.6","16654492026431.2","17847981056001.1","18481432834703.4","17647918031171","17895560586103.5","19533412857860.1","20459706667533.1","21203572820316","",
"North Macedonia","MKD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3848683745.58304","4080545918.36735","2071769396.97505","2361402241.37931","3203741339.49192","3959900262.46719","4246117794.48622","3928337349.39759","3904919413.91941","3975189806.67838","3486371224.76855","3550940623.16285","3918909315.61872","4840810313.07551","5592754503.13702","6031304524.24427","6558208649.31338","7850290697.67442","9632680363.11515","9013248638.83848","8831876883.34051","9658421885.59801","9016346555.32359","9654547413.7931","9875129198.96641","8643009009.00901","8795169689.35177","9226111619.39616","10161211321.9493","9999072973.95672","10200868280.0665",
"Mali","MLI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","260496650.62201","309563150.562257","305200092.629422","322445721.846101","356194259.078685","448171139.589474","535193717.775469","620245900.474731","863679729.498318","899747881.255741","949073109.825517","1248624557.12437","1585285627.31758","2013383075.3182","1777560617.74215","1538862700.74554","1507440510.3053","1452573908.58179","1571215434.38921","1923112257.40018","1981528795.49446","2150922504.48383","2004137988.57271","2563447952.508","2715498131.02764","2805089461.78159","2819384195.15854","2014076393.98586","2593695987.60609","2649115579.75292","2385574674.97868","2566006031.50969","3152778520.20551","2762761434.25588","3020451055.75837","3357413141.48268","4067189524.56072","4708556940.70975","5451937797.48222","5726838424.45699","6889882597.06744","8714923766.81614","8696722088.80669","9436953901.85376","11531571658.7805","10728127338.7479","12661822362.2777","13699378216.7879","12422179736.9707","13032278128.9951","14144300754.6456","15473328778.1992","15503225824.7413","16130974808.2823",
"Malta","MLT","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","243914279.826911","255880523.041232","289481210.621062","337128622.977535","382861454.504956","427125292.870691","444536504.08967","554371962.996849","664928038.320151","797921437.125749","1011008575.68978","1010099134.10302","1043683020.83333","990261888.216023","950819908.743831","980770589.311859","1213255079.74656","1431144010.93439","1639312183.72908","1720753633.89998","2042366608.13184","2181225630.81009","2395783281.73375","2151077933.74509","2372613881.63126","2958872324.90272","3174750595.52168","3088105216.32744","3238180461.92949","3348240852.3461","3305103272.58475","3412437088.61967","3564871794.87179","4359306475.47513","5022513328.35077","5309873150.10571","5655501568.18467","6361728579.24993","7244993262.04775","7033117532.64796","7017889301.33899","7792970629.17595","7501766028.52371","8041365785.6289","8411865284.97409","7330744369.24442","7507464442.71126","7988996077.83574","9248674737.21272","9577265903.59241","9808764542.69936",
"Myanmar","MMR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26286678837.3227","35549445827.6094","34673212795.5566","34133449702.7388","33742324862.9424","38568679013.8388","40206909418.237","45237683130.8072","45980688400.9216","49832809052.4759","48369017952.6523","53687514320.1312","51678175880.2298",
"Middle East & North Africa (excluding high income)","MNA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","17256669728.8502","18036064351.3937","19431916049.5851","21095177087.9609","23778167141.1716","26881685946.4369","31027952544.8055","35999685506.5768","43846421952.8197","58990320548.136","78673502447.8226","88550982058.291","105695058976.26","121196327946.808","140682862614.318","167743713244.023","185753237684.739","214652701851.526","245187737634.595","260650199406.561","284316319872.058","331305023090.649","273051831278.591","269911746496.094","275111376107.871","311325367770.733","176885681378.116","194536576527.788","203723040842.634","208452385453.131","238183706447.755","264700267743.17","283558666454.013","300796844824.735","301604771707.106","301830794399.538","311849496780.592","297756568896.258","316525139132.721","365081144019.894","408578874932.782","466586419476.97","568883284566.979","685243294498.634","764105826594.12","843199549880.777","968186790753.075","1096010258928.65","1041246598397.16","1081298660135.48","1057292722852.55","1086082002169.62","1023497873327.17","948887213004.833","979148379154.752","974804785523.713",
"Montenegro","MNE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904636556.756258","1161339781.47949","1358632543.20521","1724137736.06242","2061508567.17159","2252668822.28579","3074216534.93915","3974541472.76211","5096799472.682","4318221728.25785","4305505766.93623","4664142538.9755","4244507259.41154","4487468455.30615","4576512554.80271","3988120492.62177","4218016382.55479","4527438996.83687","5063166036.84459","4942597514.55441","4880638176.63818",
"Mongolia","MNG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","1783568266.66667","1734867166.66667","2120848600","1638919725","1720446900","2500509266.66667","2752593733.33333","2915297466.66667","2759759700","1925760000","1809484210.52632","845023474.178404","491164022.949713","608671496.414034","939112146.407793","956633351.750446","781956100.710136","833460053.616178","773134397.006267","1027921909.8775","1171233466.14163","1302201565.49058","1345898647.93204","1579979106.79333","1698652956.69343","2013818921.0436","2612073259.86107","3985474644.28418","3325558626.50795","4882025699.3","6635350107.83745","8180303260.21303","8713850429.2363","8515647309.78003","8528247952.14883","7771955438.39391","7571334919.43445","8647586975.38237","9345815161.72416","9465885136.68233",
"Northern Mariana Islands","MNP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3822069292.43639","2894037510.92744","2941711011.30556","3106265492.00146","3037468368.73774","3990277862.8793","4584531012.85561","4943389798.39321","5113397844.24388","4867121138.48902","4379117544.77482","5205286502.23836","5843419627.20174","7015325649.98472","7849878105.89307","8087009889.4523","9160754043.10321","11088220558.3401","10989984304.9898","10195524462.531","13116765088.965","15463779695.4851","16240123076.2587","17014876466.7796","14436143205.1523","10975535468.36","11814479060.0824","12977714518.03","13518148251.5583","",
"Mauritania","MRT","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","0","0","0","0","0","188817963.570585","192240135.59977","203060762.362905","206620028.959129","215205341.938724","232815669.471105","319587153.990801","468248308.922161","614175087.143546","694677521.046332","881929859.750476","926862398.95801","905335734.49415","1075158070.98658","1121854507.48261","1126433297.59516","1229638841.73095","1225454713.17475","1114192357.81101","944455570.123356","1104446851.16299","1200288587.05503","1203581159.68519","1285638862.66794","1434495767.10333","1791546091.32844","1898895905.86829","1723316681.29066","1115122346.75298","1748491885.51877","1962874349.59409","2009209939.87606","1884195324.60366","1841702979.27585","1719203596.97476","1695754922.17237","1736088732.20259","1960756617.11592","2207201222.6146","2519787831.3253","2824433194.34103","3341097421.75747","4055538133.4408","3822785067.4249","3922822413.68062","4022668021.96942","4379969068.16803","4604282627.4935","4946727227.68189","4840676128.52356","4736692293.06612","4847761466.48045","5159558732.79952","5275900983.77901","5071888232.51676",
"Mauritius","MUS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","535658160.592681","664567977.842689","828614540.911525","975412564.797641","1013234777.40328","973423599.843339","912853529.547022","903794570.398592","846068563.726876","843969564.513518","1044674151.96341","1360826823.62442","1578320694.76175","1662841479.88826","2042856662.29354","2157511132.54921","2391679262.61951","2463883063.23663","2738348422.08414","3104756262.11442","3361031256.79041","3161098393.43126","3129460027.42501","3317783989.39085","3457453378.33719","3371392834.70595","3609410436.55297","4328956973.63941","5093936520.17383","5355141533.48567","5684478098.65618","6427186822.38126","8464228476.63499","7957684340.95332","8704116370.62928","10003640360.2737","10222538756.6808","10777861891.573","11444758250.831","10480649918.5605","10887324016.3234","11932894272.2631","12912453273.8854","12809527859.034","10050287697.1437",
"Malawi","MWI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1424604730.17117","1513132105.05684","1614072912.5833","1989089246.0473","2126290343.65608","2280478243.82595","2450346269.43682","2588854044.16569","2667908009.93075","2792695674.89873","3023977525.15353","3302755299.28251","4025748333.09689","5419719232.18598","6768310415.02223","7082778147.9014","7481901164.62071","9019623776.0533","11085492227.9793","13197313105.4652","16425651155.3126","17802612733.8223","19138049156.4614","20451040365.3125","21904335210.7868","20993556182.0379","18837065158.4412","20290125416.7328","22373606231.8619","24888142350.8565","28878331916.1522","32370162932.7902","37441787411.1595","40749776620.9549","44985901539.3995","53484848484.8485","57624612449.3203","56116118958.0524","37043416225.0306","41605263157.8947","50571052631.5789","53964736842.1053","58458157894.7368","63415789473.6842","70580526315.7895","79891209632.7005","90297966304.9997","109779206423.086","129742790335.152","125176620797.276","154789357672.845","182461764705.882","199650349650.35","211830270716.303","222267713648.446","202053657150.173","202903352698.696","215669846990.978","248887117295.73","260807065540.133","248731987518.472",
"North America","NAC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","908019172460.311","986277632684.963","1081840504165.65","1188292039504.09","1315400300163.93","1462424476876.37","1620730058549.13","1779549270134.94","1962679071421.61","2174019007763.43","2411377251683.8","2669556363559.56","2867579782791.84","3140766196510.58","3398361636252.55","3683483471390.87","3919395874022","4185740577889.61","4536827278561.65","4891978513493.52","5226381609140.04","5447861039412.34","5735883665046.12","5998909140381.27","6290588445481.43","6575776789787.25","6906228113633.72","7262002706050.95","7634751208456.22","8150224645511.85","8755774881076.21","9165926777214.85","9574045864917.06","10166864126098.9","10848183656578","11595318882901.6","12325650776369.1","13035535127312.9","13559490445796.5","13421897369730.5","14044582178047.3","14595912073566","14976084002589.8","15315889113306.8","15791450167451","16101295643757.1","16575829572943.4","17271779399774.5","18141831323410.6","18775954279332.9","18445415125388.8",
"Namibia","NAM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","1544283335.84888","2137981437.49477","2048416835.9992","2166758472.5131","1849066225.32657","1255379938.89122","1493935721.29284","2180512375.60008","2111258836.88545","2126799888.30584","2141114721.25778","2684840194.26048","2926583331.00631","2789697591.9559","2936315786.2696","3289178330.47865","3324589000.41097","3584911044.32845","3286891239.47175","3283757734.57578","3293632241.2475","3103685814.13771","2790124445.20275","4338170809.0365","5357744608.1171","5588718307.5495","6039065373.2619","7068523991.90933","7193588627.66102","8335256158.20376","9865398337.6304","10972887418.8611","12177731232.1328","11239420781.5817","11225356137.4263","10875053187.515","10927549802.2442","12406586163.5663","13017217205.9068","12014326899.9509","10198197274.3836",
"New Caledonia","NCL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2192911890.3084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","420803679.239708","459924226.973731","498709735.651732","520018674.668308","548042946.660616","650223651.345441","672736040.286814","647463095.053717","619536646.379714","631455323.614425","633529854.042882","662049044.420597","707212696.149152","882816222.58952","1043039876.66215","1021770576.10624","1041784350.73373","1162370978.14756","1460382293.12861","1740095990.72215","2142956164.2487","1991843912.09705","1907387147.17277","1686657276.42981","1474385163.33541","1431795205.0358","1696037882.11521","2070539849.72213","1966471400.86796","2027418844.58806","3308453360.81718","3095544484.73256","3272526742.0449","2983960681.95447","1829098062.21021","2156743243.893","2195931746.19062","2117821185.07498","2443866674.19271","2407459850.65477","2082391047.12985","2260398525.55517","2569932992.19332","3153242301.48299","3608138124.31496","3953289577.17886","4232305071.38241","5184468967.60508","6342102061.65919","6696636628.96396","6825566726.81961","7724948921.65197","7878125737.1616","8448281520.37378","8987977292.69015","8180066307.2128","8687163472.29928","9760147926.47704","11047589034.9476","11041879824.7515","",
"Nigeria","NGA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","19096404323.2673","20642338233.0211","22550038999.8207","27726825552.721","36730918485.0286","23943075817.1902","23078591869.7619","25299915450.5252","13725600880.1146","19338605591.4505","19707373020.894","22223922981.9693","13625726011.0375","18228270040.1683","23783632198.6924","29410870428.75","30324325086.2706","34059536902.2727","31733092843.5824","29751518868.2492","46085896264.8104","62929096778.688","69709167978.6167","87655675693.0648","114138340393.36","131436056652.186","208427176913.887","234440874005.028","224013654538.531","274731733222.847","302125251022.672","304381531278.508","407183997922.779","427567831743.71","411397116788.515","351720018635.324","317619043601.591","326491691695.692","359240820163.692","338667025275.003",
"Nicaragua","NIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3618882366.07143","3771810464.80744","3921017545.93954","4029184111.09112","4232303871.63228","4455550177.81541","4786267769.89756","5050770987.36964","5098801670.17544","5234378840.04237","5606395078.4683","6130288789.4199","6528311336.48631","7096349296.69079","8008507167.59843","7952653703.38504","8284776460.45214","8876174507.11951","9397410252.81674","9846376624.00699","10431335688.3381","10785785565.4369","11273121134.8311","11550802139.0374","11117794708.6191","10949770090.3033","10810462959.4579",
