"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"South Asia (IDA & IBRD)","TSA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","44042367415.6165","46696697554.6558","49175465956.8102","54685041836.5103","62643334818.2575","67661163796.3278","57631650880.2055","64139649136.4631","64629927712.8343","70522503229.5244","76221869769.0912","82359459535.5522","82695317874.9841","92795834748.0951","115563021981.95","121133309233.163","114817536041.169","132475601330.928","152648409782.905","170924730499.806","209843853754.484","216359207677.444","223388396486.946","237370716036.932","236112837251.786","252973185660.136","268192754628.725","293184744813.922","310803418550.525","307431665121.971","325802998894.207","288806980657.177","302694137625.986","301317603970.622","335653207894.983","369506362815.516","406342301801.602","426500350267.086","432735337931.033","466849565832.98","488386725017.388","500625729379.49","517516846995.238","591113295318.866","657900597857.377","748040523809.724","836686744548.81","1041334894248.9","1092537601081.12","1194793689117.32","1423584859977.41","1610476530655.95","1625617380722.95","1683247876463.69","1855600801016.15","1961152493411.62","2127562237075.83","2427564752869.5","2523805012644.86","2670895690526.51","2485022648627.22",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","170492946111.157","167043069165.048","173745698616.122","172383372406.333","169962255170.901","180995635891.366","215650767768.611","222986139473.328","210968771306.674","244364619779.088","251607046684.484","263285834029.431","249680187743.837","246249142450.181","284068978805.885","291835377295.387","304172816052.067","301846123718.506","297356508451.549","300513277494.176","300471736086.698","325997647669.133","410625275229.436","504516160050.833","589597946235.794","659667141657.287","820139661625.02","900608414595.701","916129528241.532","1064191459862.26","1190371954178.84","1231645432171.25","1389761506155.33","1427356488474.39","1368237121848.91","1286077769179.55","1338132983516.7","1389479580310.04","1419994163624.86","1334149965280.6",
"Trinidad and Tobago","TTO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","668380952.380952","699047619.047619","739619047.619048","813714285.714286","878285714.285714","1174476190.47619","1328169822.14573","1715573255.08279","2159392789.37381","2518900343.64261","3196868008.94855","3348180970.14925","3979487179.48718","4596347909.65882","5287576875.76876","6645838478.6367","6417375455.65006","6409344845.09904","6250883912.78727","6229660144.18126","6380587177.95087","7261335012.59446","7515144201.7618","7968990440.66216","8021489518.59265","9829886363.63636","10324673913.0435","12046924468.5663","11435986848.66","12239521550.0198","14281378872.7926","14981919046.6406","16143503029.207","17011592166.5057","17741611869.8365","16594513752.0975","17154027941.892","18504888513.7511","21989910748.9329","24705580088.3179","25401186989.3633","26963636363.6364","30433510223.1934","34769336904.472","34176701473.7466","35030739136.5097","38651228867.7369","38285165503.5534","40137256108.8201","41824939624.1974","39230271207.1778","38587057728.1192","37045631148.2186","36753409649.0234","36396299073.0643","",
"Turkey","TUR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","9062885326.75709","5244444444.44444","5822222222.22222","6666666666.66667","7088888888.88889","7511111111.11111","8744444444.44444","9611111111.11111","10688888888.8889","11877777777.7778","10686956521.7391","11000871488.9053","13745583038.8693","17766784452.2968","25475694693.7603","31228361722.7531","34610353205.0084","40706588156.8715","45642863026.1099","60092673037.938","50013151319.0773","49069853172.5694","44774319760.3243","44201776835.4941","42838169521.1083","44184963878.134","46610576566.6929","66339115927.9956","64602664604.352","80304287168.6588","119850151803.238","124553952380.952","130662884057.971","147716218181.818","106662820945.946","137448600436.681","143082857493.857","152430545095.458","207478079785.194","201786147325.692","216353263595.649","156321142624.021","184189086717.091","245080457192.351","313177038582.953","382699251488.538","415701658872.944","514207109141.147","575355392009.22","501435311935.484","602586389606.069","640088733492.537","669541535523.385","721419593444.69","698465775325.566","638097225073.529","644803965961.392","626973692634.522","551519696897.523","551279230268.956","518396730737.456",
"Tuvalu","TUV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4282654357.03303","4986598672.91727","4710016287.76644","4391808998.35667","4563061227.2529","5012299880.10683","6147490062.96287","7119047249.5293","10432216979.162","10991981284.2837","11356992982.8331","11143120472.148","11434460925.9548","12116259714.7202","12845973059.3386","13909060819.0451","14101742035.546","16545583387.7026","20287474269.827","21167901865.9952","24461492086.3765","27088549175.3291","29651065919.1524","33409030629.5405","35756619654.8942","34960272762.7573","35113448565.0544","36226685449.3979","38757259146.2706","40547155571.6536","41139399073.2587",
"Uganda","UGA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","354406708.595388","385151991.614256","387662473.794549","427296645.702306","477492662.473795","774649859.943978","817086834.733894","828571428.571429","888235294.117647","991316526.610644","","","","","","","","","","","","","2178500000","2186000000","3387770931.18456","3288771632.76959","3743804241.67603","6295605630.67944","6495550000","5227013571.40583","4324932997.34492","3347179324.09493","2865026332.29682","3021492906.00804","3682977578.05891","5471777811.44973","5394452332.19658","5387441249.88304","6187800226.59021","5492877041.08957","5695457998.02873","5431186878.25603","5822920240.84657","6130128826.07104","7127481625.28344","8142185348.59374","9154160378.42439","10850197643.4381","12233940564.7058","21468273281.3124","22607516229.2623","24292421277.7242","23277539630.2291","23032790923.3677","24933731795.9269","27757535035.8871","23110584532.8667","24257620874.0093","26631762228.7296","28249464203.0036","30278277288.0796",
"Ukraine","UKR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58881573626.2314","59948531992.0458","","45694285714.2857","42002212389.3805","35642644260.1484","36836066595.914","35593878436.7313","40929258527.1526","34116758685.446","24327183178.3847","23525238042.719","28572811377.3012","31410280479.1049","37126596283.3086","45342733596.5407","64792475657.1116","82686336633.6634","108699405940.594","141591737545.565","97478693911.0792","113108397600.686","137335082082.434","152817294456.263","166349555861.379","120299073754.701","78903761553.1456","79539123254.0027","98438371821.9622","117986507600.963","143347533042.375","145532894370.769",
"Upper middle income","UMC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","165496978477.857","166820161583.43","180134282016.652","184515436711.068","202763690397.301","215675947646.979","238248717858.852","247749129960.424","262441458630.185","286073765759.119","309115152114.423","340875109299.496","387892698162.247","491736486046.88","615130217645.651","668996979153.623","720655727504.314","788031827940.041","845403267760.331","1020138600625.26","1170033907967.86","1306389523353.28","1272558950740.92","1222346373690.34","1250754506609.59","1280520180736.44","1336524388191.54","1409264737831.05","1548130601573.1","1619782942321.8","1944434853211.41","2058012859972.6","1943384287480.63","2171235926713.44","2377377997155.6","2670216072387.97","2902895590834.07","3122886050506.37","3080554466272.49","2881483225776.1","3149243179817.36","3159793259509.2","3138475608009.71","3458550665700.43","4036805538882.75","4819140917589.71","5602364657218.33","6854444690791.56","8204759156039.55","8023483797872.42","9521585918474.69","11437265076674.5","12272235395588.4","13260092986188.7","13681243668308.9","12809586674888.2","12847762871035.4","14174467974273.6","15006385910078.1","15408434633640","",
"Uruguay","URY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1028101439.34202","1186917531.21153","1427941824.59233","1268750413.00469","1674923330.97429","1498150558.96514","1408380140.17001","1275699777.06217","1324971749.46302","1679032258.06452","2092741935.48387","2341532258.06452","1801720337.73779","2575975528.23248","3544472062.13069","2993340280.79058","2917607872.82362","3344244372.85196","3908436031.23189","5765947593.4287","8969082391.84348","9107891006.45771","7633863411.6059","4268642475.22967","4009604013.36117","3925906520.62161","4872961157.99622","6134332792.36615","6653628370.91501","6931700736.34288","7658838116.08578","9193627893.14566","10791030150.7538","12720532084.9509","14808641923.9081","16344413923.4525","17427597782.1822","20600962242.369","21695478375.462","21133648020.6009","20280863648.3851","18468730454.7605","11662509733.2643","9839841208.56332","10919451358.3567","13954667374.7682","16038707278.573","19080416876.145","24776993498.5895","25192971224.743","32068639932.5998","38139935166.872","41168645436.3731","46328269261.1905","46246405833.2616","42974861783.4115","44192314124.114","50540399303.9573","51663162013.0641","48658706334.3488","42165017223.1174",
"United States","USA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","839510000000","908897000000","993651000000","1088700000000","1195366000000","1327272000000","1462173000000","1615144000000","1793022000000","1990125000000","2204317000000","2440992000000","2625786000000","2876998000000","3127068000000","3403470000000","3624267000000","3853172000000","4150467000000","4458186000000","4757180000000","4948306000000","5245942000000","5525024000000","5829066000000","6104333000000","6417484000000","6757318000000","7144856000000","7635185000000","8204767000000","8611952000000","8994760000000","9487128000000","10083880000000","10731093000000","11350189000000","11945126000000","12403523000000","12324647000000","12771302000000","13210168000000","13562803000000","13896173000000","14413979000000","14872459000000","15356374000000","15969801000000","16782948000000","17402594000000","17125555000000",
"Uzbekistan","UZB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7259475218.65889","12152190622.598","10316128519.1665","10147222871.353","11723577844.3114","11986988679.2453","11900021168.5013","14202832156.611","10338082759.2037","8702256996.68974","7354352886.10327","7416808738.4438","8242479395.60439","9429679048.28652","11236244380.2711","14918867730.3954","19317827570.5187","23380352342.3534","32846709444.6426","38861879586.6034","45018361481.1032","51094092708.3848","56760513681.7","61973182567.3041","63684307926.4555","43228182871.2839","35278512103.8496","41017706672.2494","42103095228.7663",
"St. Vincent and the Grenadines","VCT","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","5926121212.12121","5957666666.66667","6524666666.66667","7071181818.18182","5835750000","6300733333.33333","6666288888.88889","6967355555.55556","7504955555.55556","7827511111.11111","8107066666.66667","9105068181.81818","10182727272.7273","11814790697.6744","15032930232.5581","18881162790.6977","22841930232.5581","26937744186.0465","31213558139.5349","36457093023.2558","44671186046.5116","53245348837.2093","57363651162.7907","62427139534.8837","41422300000","43335400000","46809580246.9136","34800931034.4828","46027379310.3448","31279778097.9827","33161390191.8977","39430494718.3099","46078815789.4737","47354860132.1586","43686964983.165","57374630090.4977","46595759405.7033","55845073679.9018","64934674945.2155","68319316493.3135","75202458823.5294","84982972226.0605","61820386768.8862","56571685148.2681","68790302437.4769","84113501770.5044","107713113181.183","146506857475.547","200186640399.142","252554485684.976","263849455164.147","211029360501.714","272485426060.196","287450706710.279","433607050221.19","","","","","","",
